title,address,accsess,age,floor,fee,management_fee,deposit,gratuity,madori,menseki
クレストコート蔵前レジデンス,東京都台東区駒形２,"
都営大江戸線/蔵前駅 歩2分
都営浅草線/浅草駅 歩5分
東京メトロ銀座線/田原町駅 歩12分
","
新築
15階建
","
											2階",18.3万円,18000円,18.3万円,-,2LDK,41.59m2
クレストコート蔵前レジデンス,東京都台東区駒形２,"
都営大江戸線/蔵前駅 歩2分
都営浅草線/浅草駅 歩5分
東京メトロ銀座線/田原町駅 歩12分
","
新築
15階建
","
											3階",18.5万円,18000円,18.5万円,-,2LDK,41.59m2
クレストコート蔵前レジデンス,東京都台東区駒形２,"
都営大江戸線/蔵前駅 歩2分
都営浅草線/浅草駅 歩5分
東京メトロ銀座線/田原町駅 歩12分
","
新築
15階建
","
											5階",18.9万円,18000円,18.9万円,-,2LDK,41.59m2
クレストコート蔵前レジデンス,東京都台東区駒形２,"
都営大江戸線/蔵前駅 歩2分
都営浅草線/浅草駅 歩5分
東京メトロ銀座線/田原町駅 歩12分
","
新築
15階建
","
											6階",19.1万円,18000円,19.1万円,-,2LDK,41.59m2
クレストコート蔵前レジデンス,東京都台東区駒形２,"
都営大江戸線/蔵前駅 歩2分
都営浅草線/浅草駅 歩5分
東京メトロ銀座線/田原町駅 歩12分
","
新築
15階建
","
											9階",19.7万円,18000円,19.7万円,-,2LDK,41.59m2
クレストコート蔵前レジデンス,東京都台東区駒形２,"
都営大江戸線/蔵前駅 歩2分
都営浅草線/浅草駅 歩5分
東京メトロ銀座線/田原町駅 歩12分
","
新築
15階建
","
											10階",19.9万円,18000円,19.9万円,-,2LDK,41.59m2
都営大江戸線 蔵前駅 15階建 新築,東京都台東区駒形２,"
都営大江戸線/蔵前駅 歩2分
都営浅草線/浅草駅 歩5分
東京メトロ銀座線/田原町駅 歩10分
","
新築
15階建
","
											2階",18.3万円,18000円,18.3万円,-,2LDK,41.59m2
都営大江戸線 蔵前駅 15階建 新築,東京都台東区駒形２,"
都営大江戸線/蔵前駅 歩2分
都営浅草線/浅草駅 歩5分
東京メトロ銀座線/田原町駅 歩10分
","
新築
15階建
","
											3階",18.5万円,18000円,18.5万円,-,2LDK,41.59m2
都営大江戸線 蔵前駅 15階建 新築,東京都台東区駒形２,"
都営大江戸線/蔵前駅 歩2分
都営浅草線/浅草駅 歩5分
東京メトロ銀座線/田原町駅 歩10分
","
新築
15階建
","
											5階",18.9万円,18000円,18.9万円,-,2LDK,41.59m2
都営大江戸線 蔵前駅 15階建 新築,東京都台東区駒形２,"
都営大江戸線/蔵前駅 歩2分
都営浅草線/浅草駅 歩5分
東京メトロ銀座線/田原町駅 歩10分
","
新築
15階建
","
											6階",19.1万円,18000円,19.1万円,-,2LDK,41.59m2
都営大江戸線 蔵前駅 15階建 新築,東京都台東区駒形２,"
都営大江戸線/蔵前駅 歩2分
都営浅草線/浅草駅 歩5分
東京メトロ銀座線/田原町駅 歩10分
","
新築
15階建
","
											9階",19.7万円,18000円,19.7万円,-,2LDK,41.59m2
都営大江戸線 蔵前駅 15階建 新築,東京都台東区駒形２,"
都営大江戸線/蔵前駅 歩2分
都営浅草線/浅草駅 歩5分
東京メトロ銀座線/田原町駅 歩10分
","
新築
15階建
","
											10階",19.9万円,18000円,19.9万円,-,2LDK,41.59m2
ＪＲ総武線 浅草橋駅 14階建 築3年,東京都台東区柳橋１,"
ＪＲ総武線/浅草橋駅 歩3分
ＪＲ総武線快速/馬喰町駅 歩7分
都営新宿線/浜町駅 歩13分
","
築3年
14階建
","
											2階",19.9万円,15000円,19.9万円,-,2LDK,40.19m2
リーフガーデン東日暮里,東京都荒川区東日暮里１,"
東京メトロ日比谷線/三ノ輪駅 歩3分
都電荒川線/三ノ輪橋駅 歩5分
つくばエクスプレス/南千住駅 歩15分
","
築2年
9階建
","
											5階",17.8万円,14000円,-,17.8万円,2LDK,51.48m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											2階",18.3万円,14000円,18.3万円,18.3万円,2LDK,40.47m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											2階",18.4万円,14000円,18.4万円,18.4万円,2LDK,41.61m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											3階",18.5万円,14000円,18.5万円,18.5万円,2LDK,40.47m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											3階",18.6万円,14000円,18.6万円,18.6万円,2LDK,41.61m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											4階",18.7万円,14000円,18.7万円,18.7万円,2LDK,40.47m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											4階",18.8万円,14000円,18.8万円,18.8万円,2LDK,41.61m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											5階",18.9万円,14000円,18.9万円,18.9万円,2LDK,40.47m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											5階",19万円,14000円,19万円,19万円,2LDK,41.61m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											6階",19万円,14000円,19万円,19万円,2LDK,40.47m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											6階",19.1万円,14000円,19.1万円,19.1万円,2LDK,41.61m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											7階",19.1万円,14000円,19.1万円,19.1万円,2LDK,40.47m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											7階",19.2万円,14000円,19.2万円,19.2万円,2LDK,41.61m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											8階",19.2万円,14000円,19.2万円,19.2万円,2LDK,40.47m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											8階",19.3万円,14000円,19.3万円,19.3万円,2LDK,41.61m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											9階",19.3万円,14000円,19.3万円,19.3万円,2LDK,40.47m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											9階",19.4万円,14000円,19.4万円,19.4万円,2LDK,41.61m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											10階",19.4万円,14000円,19.4万円,19.4万円,2LDK,40.47m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											10階",19.5万円,14000円,19.5万円,19.5万円,2LDK,41.61m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											11階",19.5万円,14000円,19.5万円,19.5万円,2LDK,40.47m2
フレンシア御徒町,東京都台東区東上野１,"
東京メトロ日比谷線/仲御徒町駅 歩3分
ＪＲ山手線/御徒町駅 歩5分
都営大江戸線/上野御徒町駅 歩6分
","
新築
13階建
","
											12階",19.9万円,14000円,19.9万円,19.9万円,2LDK,40.47m2
プライムブリス蔵前,東京都台東区蔵前３,"
都営浅草線/蔵前駅 歩3分
東京メトロ銀座線/田原町駅 歩8分
東京メトロ銀座線/浅草駅 歩15分
","
新築
13階建
","
											2階",19.4万円,15000円,19.4万円,-,2LDK,40.74m2
プライムブリス蔵前,東京都台東区蔵前３,"
都営浅草線/蔵前駅 歩3分
東京メトロ銀座線/田原町駅 歩8分
東京メトロ銀座線/浅草駅 歩15分
","
新築
13階建
","
											3階",19.6万円,15000円,19.6万円,-,2LDK,40.74m2
プライムブリス蔵前,東京都台東区蔵前３,"
都営浅草線/蔵前駅 歩3分
東京メトロ銀座線/田原町駅 歩8分
東京メトロ銀座線/浅草駅 歩15分
","
新築
13階建
","
											4階",19.7万円,15000円,19.7万円,-,2LDK,40.74m2
プライムブリス蔵前,東京都台東区蔵前３,"
都営浅草線/蔵前駅 歩3分
東京メトロ銀座線/田原町駅 歩8分
東京メトロ銀座線/浅草駅 歩15分
","
新築
13階建
","
											5階",19.8万円,15000円,19.8万円,-,2LDK,40.74m2
プライムブリス蔵前,東京都台東区蔵前３,"
都営浅草線/蔵前駅 歩3分
東京メトロ銀座線/田原町駅 歩8分
東京メトロ銀座線/浅草駅 歩15分
","
新築
13階建
","
											6階",19.9万円,15000円,19.9万円,-,2LDK,40.74m2
プライムブリス蔵前,東京都台東区蔵前３,"
都営浅草線/蔵前駅 歩3分
東京メトロ銀座線/田原町駅 歩8分
東京メトロ銀座線/浅草駅 歩15分
","
新築
13階建
","
											7階",20万円,15000円,20万円,-,2LDK,40.74m2
都営浅草線 蔵前駅 13階建 新築,東京都台東区蔵前３,"
都営浅草線/蔵前駅 歩3分
東京メトロ銀座線/田原町駅 歩8分
東京メトロ銀座線/浅草駅 歩15分
","
新築
13階建
","
											2階",19.4万円,15000円,19.4万円,-,2LDK,40.74m2
都営浅草線 蔵前駅 13階建 新築,東京都台東区蔵前３,"
都営浅草線/蔵前駅 歩3分
東京メトロ銀座線/田原町駅 歩8分
東京メトロ銀座線/浅草駅 歩15分
","
新築
13階建
","
											3階",19.6万円,15000円,19.6万円,-,2LDK,40.74m2
都営浅草線 蔵前駅 13階建 新築,東京都台東区蔵前３,"
都営浅草線/蔵前駅 歩3分
東京メトロ銀座線/田原町駅 歩8分
東京メトロ銀座線/浅草駅 歩15分
","
新築
13階建
","
											4階",19.7万円,15000円,19.7万円,-,2LDK,40.74m2
都営浅草線 蔵前駅 13階建 新築,東京都台東区蔵前３,"
都営浅草線/蔵前駅 歩3分
東京メトロ銀座線/田原町駅 歩8分
東京メトロ銀座線/浅草駅 歩15分
","
新築
13階建
","
											5階",19.8万円,15000円,19.8万円,-,2LDK,40.74m2
都営浅草線 蔵前駅 13階建 新築,東京都台東区蔵前３,"
都営浅草線/蔵前駅 歩3分
東京メトロ銀座線/田原町駅 歩8分
東京メトロ銀座線/浅草駅 歩15分
","
新築
13階建
","
											6階",19.9万円,15000円,19.9万円,-,2LDK,40.74m2
都営浅草線 蔵前駅 13階建 新築,東京都台東区蔵前３,"
都営浅草線/蔵前駅 歩3分
東京メトロ銀座線/田原町駅 歩8分
東京メトロ銀座線/浅草駅 歩15分
","
新築
13階建
","
											7階",20万円,15000円,20万円,-,2LDK,40.74m2
イニシア青砥,東京都葛飾区青戸３,"
京成本線/青砥駅 歩3分
京成押上線/青砥駅 歩3分
成田スカイアクセス/青砥駅 歩3分
","
築4年
14階建
","
											2階",19.8万円,12000円,39.6万円,19.8万円,3LDK,64.79m2
ラティエラ滝野川,東京都北区滝野川５,"
都営三田線/新板橋駅 歩5分
ＪＲ埼京線/板橋駅 歩7分
東武東上線/下板橋駅 歩16分
","
築4年
5階建
","
											1階",19.7万円,15000円,19.7万円,-,2LDK,55.8m2
都営三田線 西高島平駅 2階建 築4年,東京都板橋区高島平５,"
都営三田線/西高島平駅 歩5分
都営三田線/新高島平駅 歩13分
都営三田線/高島平駅 歩22分
","
築4年
2階建
","
											2階",13.3万円,7000円,-,6.65万円,2LDK,55.78m2
都営三田線 西高島平駅 2階建 築4年,東京都板橋区高島平５,"
都営三田線/西高島平駅 歩5分
都営三田線/新高島平駅 歩13分
都営三田線/高島平駅 歩22分
","
築4年
2階建
","
											1階",13.9万円,7000円,-,20.85万円,2LDK,56.4m2
都営三田線 西高島平駅 2階建 築4年,東京都板橋区高島平５,"
都営三田線/西高島平駅 歩5分
都営三田線/新高島平駅 歩13分
都営三田線/高島平駅 歩22分
","
築4年
2階建
","
											1階",14.3万円,7000円,-,21.45万円,2LDK,56.4m2
AmapolaAnnex,東京都板橋区高島平５,"
都営三田線/西高島平駅 歩5分
都営三田線/新高島平駅 歩13分
都営三田線/高島平駅 歩22分
","
築4年
2階建
","
											2階",13.3万円,7000円,-,6.65万円,2LDK,55.78m2
AmapolaAnnex,東京都板橋区高島平５,"
都営三田線/西高島平駅 歩5分
都営三田線/新高島平駅 歩13分
都営三田線/高島平駅 歩22分
","
築4年
2階建
","
											2階",13.3万円,8000円,-,6.65万円,2LDK,55.78m2
AmapolaAnnex,東京都板橋区高島平５,"
都営三田線/西高島平駅 歩5分
都営三田線/新高島平駅 歩13分
都営三田線/高島平駅 歩22分
","
築4年
2階建
","
											1階",13.9万円,7000円,-,20.85万円,2LDK,56.4m2
AmapolaAnnex,東京都板橋区高島平５,"
都営三田線/西高島平駅 歩5分
都営三田線/新高島平駅 歩13分
都営三田線/高島平駅 歩22分
","
築4年
2階建
","
											1階",14.3万円,7000円,-,21.45万円,2LDK,56.4m2
AmapolaAnnex,東京都板橋区高島平５,"
都営三田線/西高島平駅 歩5分
都営三田線/新高島平駅 歩13分
都営三田線/高島平駅 歩22分
","
築4年
2階建
","
											1階",14.3万円,8000円,-,21.45万円,2LDK,56.4m2
イグジスタ　コウヤ,東京都足立区扇３,"
日暮里・舎人ライナー/扇大橋駅 歩6分
日暮里・舎人ライナー/高野駅 歩2分
日暮里・舎人ライナー/江北駅 歩9分
","
新築
13階建
","
											4階",13.4万円,7000円,13.4万円,13.4万円,2LDK,52.34m2
イグジスタ　コウヤ,東京都足立区扇３,"
日暮里・舎人ライナー/扇大橋駅 歩6分
日暮里・舎人ライナー/高野駅 歩2分
日暮里・舎人ライナー/江北駅 歩9分
","
新築
13階建
","
											6階",14万円,7000円,14万円,28万円,2LDK,54.63m2
イグジスタ　コウヤ,東京都足立区扇３,"
日暮里・舎人ライナー/扇大橋駅 歩6分
日暮里・舎人ライナー/高野駅 歩2分
日暮里・舎人ライナー/江北駅 歩9分
","
新築
13階建
","
											8階",14.1万円,7000円,14.1万円,28.2万円,2LDK,54.63m2
イグジスタ　コウヤ,東京都足立区扇３,"
日暮里・舎人ライナー/扇大橋駅 歩6分
日暮里・舎人ライナー/高野駅 歩2分
日暮里・舎人ライナー/江北駅 歩9分
","
新築
13階建
","
											9階",14.2万円,7000円,14.2万円,28.4万円,2LDK,54.63m2
イグジスタ　コウヤ,東京都足立区扇３,"
日暮里・舎人ライナー/扇大橋駅 歩6分
日暮里・舎人ライナー/高野駅 歩2分
日暮里・舎人ライナー/江北駅 歩9分
","
新築
13階建
","
											9階",14.2万円,7000円,14.2万円,28.4万円,2LDK,52.34m2
イグジスタ　コウヤ,東京都足立区扇３,"
日暮里・舎人ライナー/扇大橋駅 歩6分
日暮里・舎人ライナー/高野駅 歩2分
日暮里・舎人ライナー/江北駅 歩9分
","
新築
13階建
","
											10階",14.3万円,7000円,14.3万円,28.6万円,2LDK,54.63m2
イグジスタ　コウヤ,東京都足立区扇３,"
日暮里・舎人ライナー/扇大橋駅 歩6分
日暮里・舎人ライナー/高野駅 歩2分
日暮里・舎人ライナー/江北駅 歩9分
","
新築
13階建
","
											11階",14.5万円,7000円,14.5万円,29万円,2LDK,54.63m2
イグジスタ　コウヤ,東京都足立区扇３,"
日暮里・舎人ライナー/扇大橋駅 歩6分
日暮里・舎人ライナー/高野駅 歩2分
日暮里・舎人ライナー/江北駅 歩9分
","
新築
13階建
","
											11階",14.5万円,7000円,14.5万円,29万円,2LDK,52.34m2
イグジスタ　コウヤ,東京都足立区扇３,"
日暮里・舎人ライナー/扇大橋駅 歩6分
日暮里・舎人ライナー/高野駅 歩2分
日暮里・舎人ライナー/江北駅 歩9分
","
新築
13階建
","
											12階",14.8万円,7000円,14.8万円,29.6万円,2LDK,54.63m2
イグジスタ　コウヤ,東京都足立区扇３,"
日暮里・舎人ライナー/扇大橋駅 歩6分
日暮里・舎人ライナー/高野駅 歩2分
日暮里・舎人ライナー/江北駅 歩9分
","
新築
13階建
","
											6階",15.7万円,7000円,15.7万円,31.4万円,2LDK,63.38m2
イグジスタ　コウヤ,東京都足立区扇３,"
日暮里・舎人ライナー/扇大橋駅 歩6分
日暮里・舎人ライナー/高野駅 歩2分
日暮里・舎人ライナー/江北駅 歩9分
","
新築
13階建
","
											9階",16.4万円,7000円,16.4万円,32.8万円,2LDK,63.38m2
イグジスタ　コウヤ,東京都足立区扇３,"
日暮里・舎人ライナー/扇大橋駅 歩6分
日暮里・舎人ライナー/高野駅 歩2分
日暮里・舎人ライナー/江北駅 歩9分
","
新築
13階建
","
											11階",17.7万円,7000円,17.7万円,35.4万円,2LDK,63.38m2
イグジスタ　コウヤ,東京都足立区扇３,"
日暮里・舎人ライナー/扇大橋駅 歩6分
日暮里・舎人ライナー/高野駅 歩2分
日暮里・舎人ライナー/江北駅 歩9分
","
新築
13階建
","
											12階",17.9万円,7000円,17.9万円,35.8万円,2LDK,63.38m2
Garden Terrace CASA,東京都板橋区上板橋１,"
東武東上線/上板橋駅 歩4分
東武東上線/ときわ台駅 歩16分
東武東上線/東武練馬駅 歩22分
","
築2年
3階建
","
											2階",15.5万円,10000円,15.5万円,15.5万円,2LDK,57.37m2
Garden Terrace CASA,東京都板橋区上板橋１,"
東武東上線/上板橋駅 歩4分
東武東上線/ときわ台駅 歩16分
東武東上線/東武練馬駅 歩22分
","
築2年
3階建
","
											2階",15.8万円,12000円,15.8万円,15.8万円,2LDK,57.37m2
Garden Terrace CASA,東京都板橋区上板橋１,"
東武東上線/上板橋駅 歩4分
東武東上線/ときわ台駅 歩16分
東武東上線/東武練馬駅 歩22分
","
築2年
3階建
","
											2階",16万円,10000円,16万円,16万円,2LDK,56.84m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											2階",17.3万円,15000円,17.3万円,17.3万円,2LDK,55.45m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											2階",17.3万円,15000円,17.3万円,17.3万円,2LDK,55.4m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											3階",17.4万円,15000円,17.4万円,17.4万円,2LDK,55.45m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											3階",17.4万円,15000円,17.4万円,17.4万円,2LDK,55.4m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											4階",17.5万円,15000円,17.5万円,17.5万円,2LDK,55.45m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											2階",18.2万円,15000円,18.2万円,18.2万円,2LDK,55.2m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											3階",18.3万円,15000円,18.3万円,18.3万円,2LDK,55.2m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											4階",18.4万円,15000円,18.4万円,18.4万円,2LDK,55.2m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											5階",18.5万円,15000円,18.5万円,18.5万円,2LDK,55.2m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											7階",18.7万円,15000円,18.7万円,18.7万円,2LDK,55.2m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											8階",18.8万円,15000円,18.8万円,18.8万円,2LDK,55.2m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											9階",18.9万円,15000円,18.9万円,18.9万円,2LDK,55.2m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											10階",19万円,15000円,19万円,19万円,2LDK,55.2m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											11階",19.1万円,15000円,19.1万円,19.1万円,2LDK,55.2m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											12階",19.2万円,15000円,19.2万円,19.2万円,2LDK,55.2m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											13階",19.3万円,15000円,19.3万円,19.3万円,2LDK,55.2m2
ＫＤＸレジデンス本蓮沼,東京都板橋区蓮沼町,"
都営三田線/本蓮沼駅 歩2分
都営三田線/志村坂上駅 歩11分
都営三田線/板橋本町駅 歩13分
","
新築
14階建
","
											14階",19.5万円,15000円,19.5万円,19.5万円,2LDK,55.2m2
ザ・パークハビオ新高円寺,東京都杉並区高円寺南２,"
東京メトロ丸ノ内線/新高円寺駅 歩4分
東京メトロ丸ノ内線/東高円寺駅 歩7分
ＪＲ総武線/高円寺駅 歩14分
","
築3年
6階建
","
											4階",19.9万円,20000円,19.9万円,19.9万円,2LDK,44.2m2
ザ・パークハビオ新高円寺,東京都杉並区高円寺南２,"
東京メトロ丸ノ内線/新高円寺駅 歩4分
東京メトロ丸ノ内線/東高円寺駅 歩7分
ＪＲ総武線/高円寺駅 歩14分
","
築3年
6階建
","
											4階",20万円,20000円,20万円,20万円,2LDK,44.2m2
東京メトロ丸ノ内線 新高円寺駅 6階建 築3年,東京都杉並区高円寺南２,"
東京メトロ丸ノ内線/新高円寺駅 歩4分
東京メトロ丸ノ内線/東高円寺駅 歩7分
ＪＲ総武線/高円寺駅 歩13分
","
築3年
6階建
","
											4階",20万円,20000円,20万円,20万円,2LDK,44.2m2
ＪＲ総武線 亀戸駅 2階建 築1年,東京都江東区亀戸７,"
ＪＲ総武線/亀戸駅 歩11分
都営新宿線/大島駅 歩13分
東武亀戸線/亀戸水神駅 歩5分
","
築1年
2階建
","
											1-2階",19万円,-,19万円,19万円,3LDK,69.96m2
プライムブリス浅草蔵前,東京都台東区駒形１,"
都営大江戸線/蔵前駅 歩2分
東京メトロ銀座線/浅草駅 歩8分
東京メトロ銀座線/田原町駅 歩8分
","
新築
13階建
","
											11階",18.4万円,15000円,18.4万円,-,2LDK,40.22m2
プライムブリス浅草蔵前,東京都台東区駒形１,"
都営大江戸線/蔵前駅 歩2分
東京メトロ銀座線/浅草駅 歩8分
東京メトロ銀座線/田原町駅 歩8分
","
新築
13階建
","
											10階",18.6万円,15000円,18.6万円,-,2LDK,40.22m2
プライムブリス浅草蔵前,東京都台東区駒形１,"
都営大江戸線/蔵前駅 歩2分
東京メトロ銀座線/浅草駅 歩8分
東京メトロ銀座線/田原町駅 歩8分
","
新築
13階建
","
											11階",18.8万円,15000円,18.8万円,-,2LDK,40.22m2
プライムブリス浅草蔵前,東京都台東区駒形１,"
都営大江戸線/蔵前駅 歩2分
東京メトロ銀座線/浅草駅 歩8分
東京メトロ銀座線/田原町駅 歩8分
","
新築
13階建
","
											11階",19万円,15000円,19万円,-,2LDK,40.22m2
ＪＲ山手線 御徒町駅 15階建 新築,東京都台東区東上野１,"
ＪＲ山手線/御徒町駅 歩4分
都営大江戸線/新御徒町駅 歩2分
東京メトロ日比谷線/仲御徒町駅 歩2分
","
新築
15階建
","
											4階",18.7万円,12000円,18.7万円,-,2LDK,40.07m2
ステージファースト浅草橋4,東京都台東区柳橋２,"
都営浅草線/浅草橋駅 歩3分
都営大江戸線/蔵前駅 歩14分
ＪＲ総武線/両国駅 歩17分
","
新築
8階建
","
											2階",19.3万円,15000円,-,-,2LDK,43.26m2
ステージファースト浅草橋4,東京都台東区柳橋２,"
都営浅草線/浅草橋駅 歩3分
都営大江戸線/蔵前駅 歩14分
ＪＲ総武線/両国駅 歩17分
","
新築
8階建
","
											3階",19.4万円,15000円,-,-,2LDK,43.26m2
